place,description,category,price,latitude,longitude
Pantai Drini,"Drini Beach is one of the tourist attractions located in Banjarejo Village, Tanjungsari District, Gunungkidul, Yogyakarta. It is located to the east of Baron Beach and is about 1 km east of Sepanjang Beach. However, the actual distance that must be traveled to get to this beach is 60 km or about 2-3 hours from Yogyakarta City. The infrastructure to Drini Beach is quite smooth, although the entrance road to get to this beach is quite steep and winding. Drini Beach is a beach that directly faces the Indian Ocean. This beach has a fairly steep slope of about 10 degrees and is part of Wonosari which is dominated by karst rocks from Mount Sewu. This beach has not been touched by many local and foreign tourists, because it is located in a remote area. So, Drini Beach is known as Virgin Beach. This name is used by the local community because the condition of Drini Beach is still clean, the air is cool, the water feels cold plus the expanse of enchanting white sand and the water flow is not as fierce as Parangtritis Beach. This beach has a large cliff in the middle of the beach and divides this beach into two sides, namely the west side and the east side. This cliff looks so beautiful that it makes it seem like a small island floating in the middle of the beach. On top of this reef a lighthouse was built where from its tower our eyes will be spoiled with an extraordinarily beautiful view. On this beach visitors can also clearly see seaweed among the coral reefs and other marine biota.",Bahari,10000,-8.1384509,110.577522
Air Terjun Sri Gethuk,"Sri Gethuk Waterfall is one of the natural tourist attractions located in Playen District, Gunungkidul Regency, Yogyakarta. This waterfall is located on the banks of the Oyo River, so to enjoy it you have to raft down the river. Along the way, you will be treated to views of limestone cliffs on the right and left and lush trees. In the dry season, the river water will be very clear, greenish and calm. Sri Gethuk Waterfall has 3 water sources, namely the Ngandong, Dong Poh, and Ngumbul springs. These three springs gather and flow through high cliffs to form the Sri Gethuk Waterfall. Sri Gethuk Waterfall is approximately 25 meters high with 3-5 waterfalls depending on the season. The water that never dries up does not form a pool but directly crawls over the neat limestone rocks on the edge of the river. This waterfall is currently under development to become a mainstay tourist destination in Gunungkidul Regency apart from the beaches and karst mountains. Sri Gethuk Waterfall is also known as Slempret Waterfall. The name Slempret itself comes from a legend in Bleberan Village. According to the story circulating in the community, this waterfall is the center of the genies led by Jin Anggo Menduro. This waterfall originates from three springs, namely Kedungpoh, Ngandong, and Ngumbul. The three springs flow into one and form droplets of water that fall from the barren karst cliffs.",Cagar Alam,15000,-7.943178,110.48924
Candi Sewu,"Sewu Temple or Manjusrighra (Hanacaraka: ꦕꦤ꧀ꦝꦶ​ꦱꦺꦮꦸ, Javanese: Candhi Sèwu) is a Buddhist temple built in the 8th century AD, located only eight hundred meters north of Prambanan Temple. Sewu Temple is the second largest Buddhist temple complex after Borobudur Temple in Central Java. Sewu Temple is older than Borobudur and Prambanan Temples. Although it originally had 249 temples, the local people called this temple ""Sewu"" which means a thousand in Javanese. This name is based on the legend of Loro Jonggrang.\nAdministratively, the Sewu Temple complex is located in Dukuh Bener, Bugisan Village, Prambanan District, Klaten Regency, Central Java Province.",Budaya,50000,-7.7439217,110.4929095
Pantai Wediombo,"Wediombo Beach (O Javanese: Wedhiamba) is a beach located in Jepitu Village, Girisubo, Gunungkidul near Siung Beach, 80 km from the city of Yogyakarta. The beach includes a bay surrounded by coral mountains and white sand. In the middle of the sea, coral rocks appear protruding. The place is also used for surfing. The height of the waves can reach 3-4 meters. Wediombo Beach faces west and the sun is on the south side (November-May). From this beach, people can see the sunset in the afternoon. In addition to surfing, Wediombo also has a natural pool to waters without waves. There is also a place for snorkeling. Wediombo is one of 13 places included in the UNESCO World Nature Reserve Gunung Sewu.",Bahari,5000,-8.1862462,110.709901
Pantai Jogan,"Jogan Beach is a beach tourist attraction located in Duwet Hamlet, Purwodadi, Tepus, Gunungkidul Regency, Special Region of Yogyakarta. The location is approximately 74 km from the center of Yogyakarta. This beach is located in the Gunungkidul mountain range, which provides natural views of cliffs and waterfalls leading to the open sea.",Bahari,5000,-8.180135,110.6763715
Pantai Ngrenehan,"Ngrenehan Beach is a fisherman's beach. Located in Kanigoro Village, Saptosari District, approximately 30 km south of Wonosari City. A beach in the form of a bay surrounded by limestone hills and has a very stunning panorama with waves crashing against white sand. Tourists can watch the activities of fishermen and enjoy ready-to-eat fish or bring fresh fish as souvenirs.",Bahari,3000,-8.1211475,110.5142337
Pantai Jungwok,"Jungwok Beach is a beach located in Jepitu Village, Girisubo District, Gunungkidul Regency, Special Region of Yogyakarta. Jungwok Beach is one of the beaches that has a beautiful panorama with white sand typical of the beaches in Gunung Kidul. Jungwok Beach is located to the east of Wediombo Beach and to the west of Ngusalan Beach. The distance of Jungwok Beach from Wonosari City is about 40 km. Road access to Jungwook Beach is still quite difficult, this is because the road is still not paved. Jungwok Beach is often a tourist destination because it is a comfortable place for camping.",Bahari,5000,-8.197822,110.7123397
Pantai Greweng,"In Gunungkidul Regency, it is not difficult to choose a beach that is still quiet and beautiful. Greweng Beach in Girisubo District is one of them. Not only beautiful, this beach is also known as a camping destination. However, prepare more energy to reach its remote location.",Bahari,5000,-8.1978644,110.7186216
Pantai Sedahan,"Sedahan Beach has a coastline that is long enough and wide enough to be used as a playground. On both sides of the beach, there are coral cliffs that flank this beach and jut out into the middle of the sea. Sedahan Beach has the typical waves of the southern sea and a stretch of white sand with fine grains. The clear, fresh, and sparkling turquoise water hit by the sunlight will hypnotize anyone to play in the water and dive into the beach. But visitors must remain careful because the southern coast always has strong currents and waves, so visitors are not advised to swim too far from the mainland. Sedahan Beach is also known by many people as a fun fishing location. Many visitors are willing and take the time to come far just to fish at Sedahan Beach.",Bahari,5000,-8.1978943,110.7208535
Pantai Watu Kodok,"Watu Kodok Beach is one of the beaches in Gunung Kidul. Watu Kodok Beach has white sand and sea water that is still very beautiful blue. On this beach there are several steep rocks, the rocks are an attraction for tourists and unique to the beach itself. And the natural atmosphere of the beach also makes this beach an attraction, but this beach is still relatively new so there are still not many tourists. Watu Kodok Beach is perfect for those of you who want to spend a vacation with your family.",Bahari,5000,-8.1370556,110.5746611
Pantai Kesirat,"In general, beaches are identical with their sand, right? However, Kesirat Beach has its own uniqueness that you will find here. Kesirat Beach does not have sand, but you will find cliffs that have a beautiful structure, then you will enjoy the beach on top of it, this place is also perfect for enjoying the sunset. The beauty of this beach makes everyone unable to forget it like the promise of an ex, hehee.. Kesirat Beach has photo spots that are very instagrammable, perfect for those of you who like to take pictures. Another uniqueness that is characteristic of Kesirat Beach tourism is the presence of a tree that looks sturdy which is the icon of this tourist spot. Many tourists use this tree as a background for their photos.",Bahari,5000,-8.0961535,110.4350483
Pantai Ngandong,"Ngandong Beach is located in Sidoarjo Village, Tepus District, Gunung Kidul Regency, Yogyakarta. This beach is actually not far from the more famous Indrayanti Beach, precisely located northwest of Indrayanti Beach. Ngandong Beach is a small beach but has its own characteristics that are an attraction for tourists. However, not many tourists know about this beach tourist destination. This beach is crowded with visitors during the holiday season, but quiet on weekdays.",Bahari,10000,-8.146423,110.6061408
Galaxy Waterpark Jogja,"Galaxy Waterpark is a water recreation park that stands on an area of ​​2.5 hectares, which is sufficient to accommodate visitors during the holidays. With a very large location, there are many rides and facilities that you can enjoy. In this place there are also several pools, from children's pools to adult pools. In addition, the facilities provided by the manager are also fairly complete to support your comfort while on vacation.",Taman Hiburan,40000,-7.8159633,110.4136917
